code_module,code_presentation,id_student,gender,age-band,imd-band,high-education,region,prev-attempts,studied-credits,disability,avg-score,final-result,withdrawl
BBB,2014B,608961,F,0-35,10-20,HE Qualification,North Western Region,0,60,N,0,Fail,0
BBB,2014B,609282,F,35-55,10-20,Lower Than A Level,West Midlands Region,1,120,N,0,Withdrawn,1
BBB,2014B,609422,F,0-35,80-90%,Lower Than A Level,Yorkshire Region,0,120,N,84.33333333,Withdrawn,1
BBB,2014B,609426,F,0-35,10-20,Lower Than A Level,Wales,0,120,N,70.7,Pass,0
BBB,2014B,609596,F,35-55,60-70%,Lower Than A Level,East Anglian Region,0,60,N,87.8,Distinction,0
BBB,2014B,610239,F,0-35,80-90%,A Level or Equivalent,East Midlands Region,0,120,N,0,Fail,0
BBB,2014B,610340,F,35-55,20-30%,Lower Than A Level,Wales,0,60,N,77.4,Fail,0
BBB,2014B,610416,F,35-55,30-40%,Lower Than A Level,South East Region,0,60,N,66.7,Pass,0
BBB,2014B,610494,F,0-35,10-20,Lower Than A Level,Wales,0,60,N,1,Withdrawn,1
BBB,2014B,610531,F,0-35,20-30%,Lower Than A Level,East Midlands Region,0,120,N,0,Withdrawn,1
BBB,2014B,610589,F,0-35,80-90%,A Level or Equivalent,East Midlands Region,0,180,Y,0,Withdrawn,1
BBB,2014B,610759,F,35-55,60-70%,HE Qualification,South East Region,1,120,N,69.8,Pass,0
BBB,2014B,610802,F,35-55,40-50%,A Level or Equivalent,Wales,0,120,N,70.75,Withdrawn,1
BBB,2014B,611233,M,35-55,60-70%,Lower Than A Level,South East Region,0,60,N,84.5,Withdrawn,1
BBB,2014B,611348,F,0-35,20-30%,HE Qualification,London Region,0,90,N,77.72727273,Pass,0
BBB,2014B,611475,F,35-55,70-80%,Lower Than A Level,South East Region,0,60,N,84.5,Pass,0
BBB,2014B,611586,F,0-35,0-10%,Lower Than A Level,North Western Region,0,120,N,72.66666667,Withdrawn,1
BBB,2014B,611649,F,0-35,40-50%,A Level or Equivalent,West Midlands Region,0,120,N,0,Withdrawn,1
BBB,2014B,611719,F,0-35,10-20,Lower Than A Level,West Midlands Region,0,60,N,0,Fail,0
BBB,2014B,611732,F,0-35,40-50%,Lower Than A Level,North Western Region,0,120,N,0,Withdrawn,1
BBB,2014B,611816,M,35-55,20-30%,Lower Than A Level,London Region,0,120,N,0,Withdrawn,1
BBB,2014B,611974,F,0-35,0-10%,Lower Than A Level,North Western Region,0,60,N,74.83333333,Withdrawn,1
BBB,2014B,611977,F,0-35,80-90%,Lower Than A Level,East Anglian Region,0,120,N,0,Withdrawn,1
BBB,2014B,611979,M,0-35,0-10%,A Level or Equivalent,West Midlands Region,0,60,N,0,Withdrawn,1
BBB,2014B,612082,F,0-35,50-60%,HE Qualification,Scotland,0,60,N,84,Distinction,0
BBB,2014B,612113,F,35-55,0-10%,A Level or Equivalent,Wales,0,60,N,0,Fail,0
BBB,2014B,612120,F,0-35,70-80%,Lower Than A Level,East Midlands Region,0,60,N,74,Fail,0
BBB,2014B,612212,F,0-35,50-60%,A Level or Equivalent,East Anglian Region,0,120,Y,69,Fail,0
BBB,2014B,612370,F,0-35,0-10%,A Level or Equivalent,Yorkshire Region,0,60,N,72.3,Fail,0
BBB,2014B,612395,F,35-55,30-40%,Lower Than A Level,West Midlands Region,0,60,N,0,Withdrawn,1
BBB,2014B,612396,F,0-35,30-40%,A Level or Equivalent,East Anglian Region,0,60,N,0,Fail,0
BBB,2014B,612561,F,0-35,60-70%,Lower Than A Level,West Midlands Region,0,60,N,0,Withdrawn,1
BBB,2014B,612600,F,0-35,20-30%,Lower Than A Level,East Midlands Region,0,60,N,87.4,Fail,0
BBB,2014B,612721,F,35-55,50-60%,A Level or Equivalent,South West Region,0,60,N,87.54545455,Distinction,0
BBB,2014B,612756,F,0-35,0-10%,A Level or Equivalent,Yorkshire Region,0,60,N,84.54545455,Pass,0
BBB,2014B,612841,F,0-35,90-100%,A Level or Equivalent,Wales,0,60,N,77.18181818,Pass,0
BBB,2014B,612862,F,0-35,90-100%,A Level or Equivalent,South Region,0,60,N,91.1,Distinction,0
BBB,2014B,612919,F,35-55,20-30%,A Level or Equivalent,Scotland,0,75,N,86.45454545,Pass,0
BBB,2014B,613038,F,35-55,50-60%,HE Qualification,North Western Region,0,60,N,82.55555556,Pass,0
BBB,2014B,613047,F,35-55,20-30%,Lower Than A Level,Scotland,0,60,N,58.66666667,Fail,0
BBB,2014B,613093,F,0-35,20-30%,A Level or Equivalent,Yorkshire Region,0,60,N,85,Pass,0
BBB,2014B,613161,F,0-35,50-60%,Lower Than A Level,Yorkshire Region,0,60,N,38,Withdrawn,1
BBB,2014B,613162,M,0-35,40-50%,A Level or Equivalent,Ireland,0,120,N,76.16666667,Withdrawn,1
BBB,2014B,613170,F,0-35,80-90%,Lower Than A Level,South West Region,0,60,N,81,Pass,0
BBB,2014B,613199,F,0-35,0-10%,A Level or Equivalent,Ireland,0,120,Y,75.92307692,Withdrawn,1
BBB,2014B,613205,F,0-35,30-40%,A Level or Equivalent,South West Region,0,60,N,73.8,Fail,0
BBB,2014B,613299,F,0-35,20-30%,Lower Than A Level,West Midlands Region,0,60,N,95.33333333,Fail,0
BBB,2014B,613355,M,35-55,60-70%,A Level or Equivalent,Wales,0,60,N,77.8,Pass,0
BBB,2014B,613426,F,0-35,10-20,Lower Than A Level,Wales,0,60,N,87.63636364,Pass,0
BBB,2014B,613512,F,0-35,40-50%,Lower Than A Level,North Western Region,0,60,N,0,Withdrawn,1
BBB,2014B,613559,F,0-35,20-30%,HE Qualification,London Region,0,60,N,0,Withdrawn,1
BBB,2014B,613586,F,35-55,90-100%,Lower Than A Level,East Anglian Region,0,60,N,0,Fail,0
BBB,2014B,613641,F,0-35,30-40%,HE Qualification,Yorkshire Region,0,60,N,0,Withdrawn,1
BBB,2014B,613703,F,0-35,0-10%,Lower Than A Level,Wales,0,75,Y,69.3,Fail,0
BBB,2014B,613718,F,0-35,90-100%,A Level or Equivalent,Ireland,0,120,N,76.7,Pass,0
BBB,2014B,613722,F,0-35,20-30%,Lower Than A Level,North Western Region,0,60,N,77.18181818,Pass,0
BBB,2014B,613743,F,35-55,70-80%,HE Qualification,Wales,0,120,N,91.2,Pass,0
BBB,2014B,613791,F,0-35,10-20,A Level or Equivalent,Scotland,0,60,N,77.8,Withdrawn,1
BBB,2014B,613832,F,35-55,0-10%,Lower Than A Level,Yorkshire Region,0,120,N,67.16666667,Fail,0
BBB,2014B,613842,F,0-35,70-80%,A Level or Equivalent,East Anglian Region,0,60,N,78.5,Withdrawn,1
BBB,2014B,613856,F,0-35,10-20,Lower Than A Level,North Western Region,0,60,N,88.55555556,Pass,0
BBB,2014B,613864,F,0-35,20-30%,No Formal quals,East Anglian Region,0,60,N,0,Fail,0
BBB,2014B,613874,F,0-35,30-40%,HE Qualification,East Anglian Region,0,60,N,74.90909091,Pass,0
BBB,2014B,613881,F,0-35,50-60%,Lower Than A Level,Yorkshire Region,0,60,N,85.2,Pass,0
BBB,2014B,613896,F,0-35,30-40%,HE Qualification,East Midlands Region,0,60,N,0,Withdrawn,1
BBB,2014B,613932,F,0-35,80-90%,Lower Than A Level,Wales,0,60,N,64,Fail,0
BBB,2014B,613946,F,35-55,90-100%,Lower Than A Level,East Midlands Region,0,60,N,88.77777778,Pass,0
BBB,2014B,613983,F,0-35,0-10%,A Level or Equivalent,North Western Region,0,60,N,0,Withdrawn,1
BBB,2014B,614039,F,35-55,40-50%,A Level or Equivalent,Wales,0,60,N,81.7,Pass,0
BBB,2014B,614117,F,0-35,30-40%,HE Qualification,East Anglian Region,0,60,N,60.81818182,Pass,0
BBB,2014B,614130,F,0-35,70-80%,A Level or Equivalent,East Midlands Region,0,60,N,72.36363636,Pass,0
BBB,2014B,614212,F,0-35,40-50%,Lower Than A Level,East Midlands Region,0,90,N,72.18181818,Pass,0
BBB,2014B,614270,F,0-35,50-60%,A Level or Equivalent,South East Region,0,120,N,0,Withdrawn,1
BBB,2014B,614357,F,0-35,10-20,A Level or Equivalent,East Anglian Region,0,60,N,78.18181818,Distinction,0
BBB,2014B,614403,F,35-55,60-70%,Lower Than A Level,North Region,0,60,N,0,Fail,0
BBB,2014B,614561,F,0-35,40-50%,Lower Than A Level,South West Region,0,60,N,0,Withdrawn,1
BBB,2014B,614562,M,0-35,0-10%,Lower Than A Level,South Region,0,60,N,0,Withdrawn,1
BBB,2014B,614583,F,0-35,30-40%,HE Qualification,East Anglian Region,0,120,N,88.45454545,Distinction,0
BBB,2014B,614586,F,0-35,20-30%,Lower Than A Level,Yorkshire Region,0,60,N,0,Withdrawn,1
BBB,2014B,614601,M,0-35,30-40%,A Level or Equivalent,South East Region,0,60,Y,90.33333333,Pass,0
BBB,2014B,614629,M,35-55,0-10%,HE Qualification,London Region,0,60,N,91.63636364,Distinction,0
BBB,2014B,614668,F,0-35,90-100%,A Level or Equivalent,Wales,0,60,N,85.72727273,Pass,0
BBB,2014B,614693,F,35-55,60-70%,Lower Than A Level,Wales,0,60,N,93,Pass,0
BBB,2014B,614728,F,0-35,40-50%,A Level or Equivalent,South Region,0,60,N,80,Pass,0
BBB,2014B,614732,M,0-35,40-50%,A Level or Equivalent,South Region,0,60,N,76.90909091,Pass,0
BBB,2014B,614734,F,0-35,30-40%,A Level or Equivalent,South Region,0,60,N,83.85714286,Fail,0
BBB,2014B,614738,M,0-35,60-70%,A Level or Equivalent,South Region,0,60,N,92.54545455,Distinction,0
BBB,2014B,614741,F,0-35,60-70%,Lower Than A Level,South Region,0,60,N,91.1,Pass,0
BBB,2014B,614742,F,0-35,40-50%,A Level or Equivalent,South Region,0,60,N,79.6,Pass,0
BBB,2014B,614744,M,35-55,70-80%,A Level or Equivalent,South Region,0,60,N,67.88888889,Pass,0
BBB,2014B,614745,M,35-55,70-80%,A Level or Equivalent,South Region,0,60,N,84.44444444,Pass,0
BBB,2014B,614813,F,0-35,0-10%,No Formal quals,Yorkshire Region,0,60,N,62,Withdrawn,1
BBB,2014B,614871,F,0-35,0-10%,Lower Than A Level,Yorkshire Region,0,60,N,70.81818182,Pass,0
BBB,2014B,614909,F,0-35,30-40%,A Level or Equivalent,Scotland,0,60,N,89.45454545,Distinction,0
BBB,2014B,615018,F,0-35,10-20,A Level or Equivalent,London Region,0,60,Y,0,Withdrawn,1
BBB,2014B,615025,F,0-35,20-30%,Lower Than A Level,West Midlands Region,0,60,Y,87.33333333,Pass,0
BBB,2014B,615028,F,0-35,50-60%,A Level or Equivalent,Wales,0,60,N,74,Pass,0
BBB,2014B,615047,F,0-35,30-40%,Lower Than A Level,South West Region,0,60,N,0,Withdrawn,1
BBB,2014B,615090,F,0-35,50-60%,Lower Than A Level,Yorkshire Region,0,60,N,81.4,Pass,0
BBB,2014B,615173,F,0-35,0-10%,A Level or Equivalent,North Western Region,0,60,N,73.75,Fail,0
BBB,2014B,615212,F,0-35,20-30%,A Level or Equivalent,East Midlands Region,0,60,N,0,Withdrawn,1
BBB,2014B,615218,F,0-35,10-20,Lower Than A Level,North Western Region,0,60,Y,48,Fail,0
BBB,2014B,615259,F,0-35,30-40%,A Level or Equivalent,South East Region,0,120,N,86.81818182,Pass,0
BBB,2014B,615319,F,0-35,80-90%,A Level or Equivalent,South West Region,0,60,N,82.25,Fail,0
BBB,2014B,615443,F,0-35,30-40%,A Level or Equivalent,South East Region,0,60,N,85,Pass,0
BBB,2014B,616332,F,0-35,20-30%,Lower Than A Level,London Region,0,60,Y,0,Withdrawn,1
BBB,2014B,616354,F,0-35,0-10%,Lower Than A Level,Wales,0,120,N,46,Fail,0
BBB,2014B,616361,F,0-35,10-20,Lower Than A Level,East Midlands Region,0,60,N,0,Withdrawn,1
BBB,2014B,616377,F,0-35,40-50%,Lower Than A Level,West Midlands Region,0,120,N,82,Fail,0
BBB,2014B,616414,F,0-35,80-90%,Lower Than A Level,East Midlands Region,0,60,N,0,Withdrawn,1
BBB,2014B,616428,F,0-35,0-10%,HE Qualification,North Western Region,0,60,N,0,Withdrawn,1
BBB,2014B,616464,F,0-35,80-90%,A Level or Equivalent,North Western Region,0,60,N,79,Fail,0
BBB,2014B,616511,F,35-55,80-90%,A Level or Equivalent,South West Region,0,60,N,88.33333333,Distinction,0
BBB,2014B,616526,F,0-35,20-30%,A Level or Equivalent,West Midlands Region,0,60,Y,71,Fail,0
BBB,2014B,616536,F,0-35,10-20,Lower Than A Level,South Region,0,120,N,59.81818182,Pass,0
BBB,2014B,616670,F,0-35,0-10%,A Level or Equivalent,Scotland,0,60,N,86.7,Pass,0
BBB,2014B,616739,F,0-35,0-10%,Lower Than A Level,West Midlands Region,0,60,N,72,Fail,0
BBB,2014B,616809,F,35-55,50-60%,Lower Than A Level,North Western Region,0,60,N,0,Withdrawn,1
BBB,2014B,616816,F,35-55,30-40%,A Level or Equivalent,London Region,0,60,N,0,Withdrawn,1
BBB,2014B,616848,F,0-35,,Lower Than A Level,North Region,0,90,N,0,Withdrawn,1
BBB,2014B,616914,F,0-35,30-40%,Lower Than A Level,London Region,0,60,N,71.7,Pass,0
BBB,2014B,616919,F,0-35,80-90%,A Level or Equivalent,East Anglian Region,0,60,N,83.18181818,Distinction,0
BBB,2014B,617012,M,0-35,40-50%,Lower Than A Level,Scotland,0,60,N,87.88888889,Pass,0
BBB,2014B,617126,F,35-55,60-70%,HE Qualification,Scotland,0,60,N,69,Withdrawn,1
BBB,2014B,617134,F,35-55,70-80%,Lower Than A Level,Scotland,0,60,N,85,Withdrawn,1
BBB,2014B,617140,F,0-35,90-100%,Lower Than A Level,North Western Region,0,120,N,0,Withdrawn,1
BBB,2014B,617146,F,0-35,20-30%,Lower Than A Level,Wales,0,60,N,73.66666667,Fail,0
BBB,2014B,617147,F,0-35,60-70%,Lower Than A Level,Wales,0,60,N,67.75,Fail,0
BBB,2014B,617190,F,0-35,50-60%,Lower Than A Level,London Region,0,60,N,65,Pass,0
BBB,2014B,617225,F,35-55,10-20,Lower Than A Level,North Region,0,60,N,90.90909091,Pass,0
BBB,2014B,617287,F,0-35,10-20,A Level or Equivalent,London Region,0,60,Y,57.66666667,Fail,0
BBB,2014B,617296,F,0-35,70-80%,Lower Than A Level,South Region,0,60,N,80.25,Fail,0
BBB,2014B,617297,F,0-35,10-20,Lower Than A Level,Wales,0,60,N,80.66666667,Withdrawn,1
BBB,2014B,617525,F,0-35,60-70%,A Level or Equivalent,London Region,0,120,N,81.4,Withdrawn,1
BBB,2014B,617556,F,0-35,0-10%,A Level or Equivalent,North Region,0,60,N,65,Withdrawn,1
BBB,2014B,617560,F,0-35,70-80%,A Level or Equivalent,South West Region,0,120,N,62.81818182,Pass,0
BBB,2014B,617576,F,0-35,30-40%,A Level or Equivalent,Wales,0,60,N,76,Pass,0
BBB,2014B,617714,F,0-35,70-80%,Lower Than A Level,London Region,0,60,N,44.66666667,Withdrawn,1
BBB,2014B,617717,F,35-55,0-10%,A Level or Equivalent,North Western Region,0,60,N,41.83333333,Fail,0
BBB,2014B,617764,F,0-35,70-80%,Lower Than A Level,Wales,0,75,N,73.45454545,Pass,0
BBB,2014B,617792,F,35-55,40-50%,A Level or Equivalent,Yorkshire Region,0,60,N,84.09090909,Pass,0
BBB,2014B,617813,F,35-55,30-40%,Lower Than A Level,Yorkshire Region,0,60,N,64.27272727,Pass,0
BBB,2014B,617843,F,0-35,60-70%,Lower Than A Level,East Anglian Region,0,60,N,78.5,Withdrawn,1
BBB,2014B,617905,F,0-35,0-10%,A Level or Equivalent,East Anglian Region,0,60,N,0,Withdrawn,1
BBB,2014B,617950,F,0-35,10-20,A Level or Equivalent,East Anglian Region,0,60,N,0,Withdrawn,1
BBB,2014B,617959,F,0-35,0-10%,HE Qualification,Yorkshire Region,0,60,N,40,Fail,0
BBB,2014B,618054,F,0-35,50-60%,Lower Than A Level,Yorkshire Region,0,60,N,0,Withdrawn,1
BBB,2014B,618108,F,0-35,20-30%,Lower Than A Level,Scotland,0,60,N,0,Withdrawn,1
BBB,2014B,618137,F,0-35,70-80%,A Level or Equivalent,East Anglian Region,0,60,N,70,Withdrawn,1
BBB,2014B,618145,F,0-35,20-30%,A Level or Equivalent,South East Region,0,60,N,93,Distinction,0
BBB,2014B,618151,F,35-55,50-60%,Lower Than A Level,Wales,0,60,Y,83.1,Pass,0
BBB,2014B,618197,F,0-35,20-30%,Lower Than A Level,South East Region,0,60,N,59.75,Withdrawn,1
BBB,2014B,618205,F,35-55,40-50%,Lower Than A Level,Wales,0,60,N,88.90909091,Pass,0
BBB,2014B,618258,F,35-55,20-30%,HE Qualification,Scotland,0,60,N,87.8,Pass,0
BBB,2014B,618265,F,35-55,70-80%,A Level or Equivalent,Wales,0,60,N,85,Withdrawn,1
BBB,2014B,618292,F,0-35,10-20,Lower Than A Level,London Region,0,60,N,0,Withdrawn,1
BBB,2014B,618360,F,0-35,80-90%,A Level or Equivalent,North Western Region,0,120,N,0,Withdrawn,1
BBB,2014B,618362,F,0-35,10-20,A Level or Equivalent,South Region,0,60,N,0,Withdrawn,1
BBB,2014B,618399,F,0-35,10-20,A Level or Equivalent,London Region,0,60,N,76.36363636,Pass,0
BBB,2014B,618534,F,0-35,40-50%,Lower Than A Level,East Midlands Region,0,120,N,0,Fail,0
BBB,2014B,618539,M,0-35,30-40%,A Level or Equivalent,Yorkshire Region,0,60,Y,0,Fail,0
BBB,2014B,618586,F,0-35,10-20,Lower Than A Level,London Region,0,60,N,0,Withdrawn,1
BBB,2014B,618631,F,0-35,50-60%,Lower Than A Level,Scotland,0,90,N,77,Fail,0
BBB,2014B,618632,F,0-35,0-10%,A Level or Equivalent,Yorkshire Region,0,60,N,89.9,Fail,0
BBB,2014B,618670,F,0-35,10-20,A Level or Equivalent,West Midlands Region,0,60,N,86.09090909,Pass,0
BBB,2014B,618673,F,0-35,0-10%,Lower Than A Level,North Western Region,0,120,Y,65,Fail,0
BBB,2014B,618710,F,0-35,0-10%,A Level or Equivalent,North Western Region,0,120,N,0,Withdrawn,1
BBB,2014B,618784,F,0-35,50-60%,Lower Than A Level,South West Region,0,60,N,0,Withdrawn,1
BBB,2014B,618816,F,0-35,0-10%,Lower Than A Level,London Region,0,60,N,0,Fail,0
BBB,2014B,618858,F,0-35,20-30%,Lower Than A Level,London Region,0,60,N,0,Withdrawn,1
BBB,2014B,618869,F,0-35,30-40%,A Level or Equivalent,North Western Region,0,90,N,76.81818182,Fail,0
BBB,2014B,618870,F,0-35,50-60%,A Level or Equivalent,West Midlands Region,0,60,N,0,Withdrawn,1
BBB,2014B,618882,F,0-35,10-20,A Level or Equivalent,North Western Region,0,60,Y,75.77777778,Pass,0
BBB,2014B,618951,F,0-35,0-10%,A Level or Equivalent,South West Region,0,60,N,83.54545455,Pass,0
BBB,2014B,618957,F,0-35,10-20,Lower Than A Level,London Region,0,60,N,0,Withdrawn,1
BBB,2014B,618965,F,35-55,10-20,Lower Than A Level,South Region,0,120,N,65,Fail,0
BBB,2014B,618981,F,0-35,50-60%,Lower Than A Level,Scotland,0,60,N,60.6,Pass,0
BBB,2014B,619054,F,0-35,60-70%,HE Qualification,Scotland,0,120,N,52,Withdrawn,1
BBB,2014B,619161,F,35-55,20-30%,Lower Than A Level,Wales,0,60,Y,70.66666667,Fail,0
BBB,2014B,619196,F,35-55,0-10%,A Level or Equivalent,London Region,0,60,N,90.5,Pass,0
BBB,2014B,619207,F,0-35,10-20,A Level or Equivalent,East Anglian Region,0,60,N,77,Fail,0
BBB,2014B,619265,F,0-35,30-40%,Lower Than A Level,West Midlands Region,0,120,N,0,Withdrawn,1
BBB,2014B,619288,F,35-55,20-30%,Lower Than A Level,South West Region,0,60,N,66.27272727,Pass,0
BBB,2014B,619311,F,0-35,10-20,Lower Than A Level,London Region,0,60,N,74,Withdrawn,1
BBB,2014B,619330,M,0-35,50-60%,A Level or Equivalent,Scotland,0,60,N,80.33333333,Withdrawn,1
BBB,2014B,619471,F,0-35,40-50%,HE Qualification,Wales,0,60,N,78.63636364,Pass,0
BBB,2014B,619508,F,0-35,20-30%,HE Qualification,London Region,0,120,N,87,Withdrawn,1
BBB,2014B,619901,F,0-35,10-20,HE Qualification,London Region,0,60,N,0,Withdrawn,1
BBB,2014B,619980,M,0-35,70-80%,HE Qualification,Scotland,0,120,N,0,Fail,0
BBB,2014B,620018,F,0-35,30-40%,A Level or Equivalent,South East Region,0,60,N,85.66666667,Withdrawn,1
BBB,2014B,620047,F,0-35,10-20,Lower Than A Level,South West Region,0,60,N,0,Withdrawn,1
BBB,2014B,620072,F,0-35,40-50%,Lower Than A Level,Scotland,0,60,N,91.63636364,Fail,0
BBB,2014B,620073,F,35-55,60-70%,Lower Than A Level,South Region,0,60,N,72.18181818,Pass,0
BBB,2014B,620092,F,0-35,80-90%,A Level or Equivalent,East Midlands Region,0,60,N,87.63636364,Distinction,0
BBB,2014B,620126,F,0-35,90-100%,A Level or Equivalent,East Anglian Region,0,60,N,81.75,Withdrawn,1
BBB,2014B,620128,F,0-35,90-100%,A Level or Equivalent,East Anglian Region,0,60,N,76,Pass,0
BBB,2014B,620129,F,0-35,40-50%,A Level or Equivalent,Yorkshire Region,0,120,N,71.6,Pass,0
BBB,2014B,620175,F,0-35,10-20,A Level or Equivalent,London Region,0,60,N,0,Withdrawn,1
BBB,2014B,620220,F,35-55,50-60%,Lower Than A Level,London Region,0,60,N,40,Withdrawn,1
BBB,2014B,620230,F,0-35,0-10%,HE Qualification,South West Region,0,60,N,0,Withdrawn,1
BBB,2014B,620257,F,0-35,90-100%,Lower Than A Level,East Midlands Region,0,60,N,77.77777778,Pass,0
BBB,2014B,620283,F,0-35,30-40%,Lower Than A Level,Ireland,0,60,N,53,Fail,0
BBB,2014B,620289,F,0-35,0-10%,Lower Than A Level,Scotland,0,60,N,0,Withdrawn,1
BBB,2014B,620304,M,35-55,40-50%,Lower Than A Level,West Midlands Region,0,60,N,55,Fail,0
BBB,2014B,620354,F,35-55,50-60%,Lower Than A Level,West Midlands Region,0,120,N,91.72727273,Distinction,0
BBB,2014B,620389,F,0-35,90-100%,A Level or Equivalent,London Region,0,120,N,0,Withdrawn,1
BBB,2014B,620408,M,0-35,50-60%,A Level or Equivalent,South Region,0,60,Y,84.22222222,Distinction,0
BBB,2014B,620409,F,0-35,0-10%,Lower Than A Level,Wales,0,60,N,57.5,Pass,0
BBB,2014B,620427,F,35-55,60-70%,A Level or Equivalent,Yorkshire Region,0,60,N,87.18181818,Distinction,0
BBB,2014B,620486,F,35-55,60-70%,A Level or Equivalent,Wales,0,90,N,0,Withdrawn,1
BBB,2014B,620507,F,35-55,60-70%,Lower Than A Level,South East Region,0,60,N,52.09090909,Withdrawn,1
BBB,2014B,620546,F,0-35,0-10%,Lower Than A Level,West Midlands Region,0,60,N,0,Withdrawn,1
BBB,2014B,620573,F,0-35,80-90%,A Level or Equivalent,North Region,0,60,N,78.45454545,Pass,0
BBB,2014B,620694,F,0-35,70-80%,Lower Than A Level,Yorkshire Region,0,60,N,66.4,Pass,0
BBB,2014B,620791,F,0-35,50-60%,Lower Than A Level,South Region,0,60,N,0,Withdrawn,1
BBB,2014B,620865,F,0-35,10-20,Lower Than A Level,North Western Region,0,120,N,0,Withdrawn,1
BBB,2014B,620889,F,0-35,30-40%,A Level or Equivalent,South East Region,0,60,N,80,Pass,0
BBB,2014B,620922,F,0-35,10-20,Lower Than A Level,North Western Region,0,60,N,80.5,Pass,0
BBB,2014B,620923,F,0-35,40-50%,HE Qualification,South West Region,0,60,N,83.3,Pass,0
BBB,2014B,620950,F,0-35,30-40%,Lower Than A Level,North Western Region,0,120,N,0,Withdrawn,1
BBB,2014B,620980,F,35-55,60-70%,Lower Than A Level,Scotland,0,60,N,74.45454545,Pass,0
BBB,2014B,621301,M,35-55,0-10%,Lower Than A Level,Scotland,0,60,N,84.2,Pass,0
BBB,2014B,621303,F,35-55,70-80%,A Level or Equivalent,South West Region,0,60,Y,46.33333333,Fail,0
BBB,2014B,621322,M,35-55,20-30%,Lower Than A Level,East Midlands Region,0,60,Y,68.45454545,Pass,0
BBB,2014B,621323,M,0-35,40-50%,A Level or Equivalent,Scotland,0,60,N,85.33333333,Withdrawn,1
BBB,2014B,621369,F,0-35,10-20,HE Qualification,East Midlands Region,0,60,N,81.7,Fail,0
BBB,2014B,621394,F,0-35,0-10%,HE Qualification,Scotland,0,60,N,80.09090909,Pass,0
BBB,2014B,621508,F,0-35,80-90%,Lower Than A Level,South West Region,0,60,N,65.125,Withdrawn,1
BBB,2014B,621607,F,0-35,80-90%,Lower Than A Level,East Midlands Region,0,60,N,0,Withdrawn,1
BBB,2014B,621703,F,0-35,10-20,No Formal quals,West Midlands Region,0,60,N,0,Fail,0
BBB,2014B,621731,F,0-35,0-10%,A Level or Equivalent,West Midlands Region,0,60,N,0,Withdrawn,1
BBB,2014B,621862,F,0-35,50-60%,A Level or Equivalent,South Region,0,60,N,83.33333333,Pass,0
BBB,2014B,621885,F,0-35,70-80%,Lower Than A Level,East Midlands Region,0,60,N,0,Withdrawn,1
BBB,2014B,621890,F,35-55,40-50%,A Level or Equivalent,West Midlands Region,0,120,N,0,Withdrawn,1
BBB,2014B,621894,M,35-55,40-50%,A Level or Equivalent,London Region,0,60,N,73.2,Pass,0
BBB,2014B,621905,F,0-35,30-40%,A Level or Equivalent,East Anglian Region,0,90,N,78.55555556,Pass,0
BBB,2014B,621937,F,35-55,10-20,A Level or Equivalent,London Region,0,60,N,62,Fail,0
BBB,2014B,622132,F,0-35,70-80%,Lower Than A Level,Scotland,0,60,N,90,Distinction,0
BBB,2014B,622180,M,0-35,10-20,Lower Than A Level,South West Region,0,120,N,0,Withdrawn,1
BBB,2014B,622208,F,0-35,80-90%,Lower Than A Level,North Region,0,120,N,82,Pass,0
BBB,2014B,622217,F,0-35,80-90%,A Level or Equivalent,East Anglian Region,0,60,N,85.33333333,Fail,0
BBB,2014B,622223,F,0-35,30-40%,HE Qualification,Scotland,0,60,N,0,Fail,0
BBB,2014B,622330,F,0-35,0-10%,A Level or Equivalent,West Midlands Region,0,90,N,64,Withdrawn,1
BBB,2014B,622345,F,0-35,40-50%,A Level or Equivalent,East Midlands Region,0,60,N,82.27272727,Pass,0
